treatment_company,operator,age,azimuth,md,tvd,footage_lateral_length,porpoise_deviation,porpoise_count,shale_footage,acoustic_impedance,log_permeability,poisson_ratio,toc,vcl,p-velocity,s-velocity,youngs_modulus,isip,pump_rate,total_number_of_stages,proppant_volume,proppant_fluid_ratio,production
3,15,7,-22.860001,15603,7324.0,8029.0,0.41,16,6757,34812.4,1.72,0.19,5.46,0.83,11782.37,7134.61,29.25,5298.0,61,29,11593119.0,1.21,2623.71754
4,1,10,6.0900002,16519,7950.0,7979.0,46.29,1,1809,30596.4,0.31,0.33,4.69,0.61,13250.88,6972.71,30.98,4561.0,100,20,8880488.0,1.3,1466.347001
1,1,11,-16.32,10535,6035.0,4343.0,6.96,3,0,35293.43,0.51,0.34,4.7,0.55,13297.75,7008.05,31.05,4176.0,95,14,4437034.0,1.35,512.2325536
10,11,10,-59.59,10070,6422.0,3050.0,3.49,9,7116,35520.21,0.27,0.33,4.68,0.61,13271.12,6958.07,30.94,4246.0,70,13,6378530.0,1.11,517.0082765
3,1,6,-19.68,13976,6121.0,7225.0,11.01,8,7582,34601.01,0.21,0.33,4.87,0.44,13396.2,7122.6,31.25,4404.0,91,51,14102124.0,1.35,795.9864937
5,18,9,-44.439999,14667,7174.0,7054.0,433.01,1,4685,32274.46,0.5,0.33,4.74,0.6,13275.36,7044.41,31.14,5156.0,94,48,9604051.0,0.98,2292.701342
9,6,6,-20.24,12683,7533.0,4893.0,28.51,8,0,34603.7,1.48,0.21,3.78,0.49,11577.72,6817.3,27.63,5241.0,88,16,6320112.0,1.88,2526.16213
9,5,6,-25.549999,15616,6407.0,8894.0,84.86,3,5458,28402.96,0.28,0.33,4.68,0.62,13204.97,6985.98,31.03,3321.0,77,45,18051420.0,1.15,2874.47686
4,8,5,-56.580002,14567,7102.0,6571.0,9.56,10,6159,27199.57,0.28,0.24,4.67,0.62,13186.82,7008.4,31.09,4416.0,94,30,20250720.0,1.59,3549.482683
1,2,7,-33.905735419037036,17246,7529.0,8909.0,17.45,36,16807,35207.64,0.31,0.34,4.67,0.62,13196.83,6994.84,31.06,4663.0,94,32,14417728.0,1.89,1958.042037
12,25,6,-21.809999,13094,7884.0,4920.0,29.81,34,12195,32757.29,1.5,0.24,4.04,0.5,12165.6,6835.67,28.13,4520.0,97,23,10165287.0,1.34,1817.565557
12,9,10,-36.220001,14420,8618.0,5471.0,1.82,15,4331,34589.6,0.93,0.29,4.57,0.54,11775.37,7075.35,31.84,6280.0,91,20,5903616.0,1.18,981.2203929
9,1,9,-78.010002,13157,7275.0,5087.0,10.71,16,8151,34742.11,0.45,0.34,3.61,0.52,13115.64,6698.17,30.19,4905.0,99,16,6288155.0,1.53,1373.993423
7,4,8,-33.905735419037036,16389,7538.0,8024.0,2.0,13,813,34719.56,0.42,0.33,4.65,0.58,12888.63,7098.29,31.47,5738.0,95,51,18244026.0,1.08,3930.975445
9,35,13,-40.509998,11106,5336.0,5262.0,158.52,6,7051,32647.03,0.28,0.24,4.67,0.62,13186.82,7008.4,31.09,4677.0,89,13,6258000.0,1.09,1560.987136
12,19,9,-52.66,11100,5454.0,5056.0,437.47,1,3881,34702.23,0.47,0.33,4.66,0.58,13184.6,7042.19,31.17,4253.0,82,26,6959668.0,0.85,541.5577054
2,1,11,-15.43,15537,8578.0,6180.0,419.21,1,5500,29045.27,0.61,0.24,4.56,0.54,12070.11,7103.68,30.74,5534.0,80,19,6299425.0,0.81,1206.675189
16,14,10,-29.059999,13575,7178.0,6256.0,15.33,4,3446,30266.38,1.03,0.28,4.8,0.45,11714.26,6767.78,28.57,5320.0,80,41,15630675.0,1.04,4421.738144
1,8,8,-61.619999,14104,7882.0,5427.0,4.61,6,2861,35210.29,0.36,0.34,4.47,0.4,13429.24,6855.93,30.61,4647.0,88,19,7304273.0,0.94,2456.005829
3,5,8,-33.389999,10864,6835.0,3711.0,758.84,1,3023,35190.53,1.31,0.34,3.93,1.92,12319.65,6477.79,29.75,5031.0,71,18,6525985.0,1.02,862.3799287
10,11,11,-30.950001,9711,6503.0,2843.0,57.43,9,0,34849.93,0.18,0.33,4.49,0.57,13358.84,6857.38,30.62,4965.485373781148,69,14,6667024.0,1.2,354.0114696
4,4,9,-21.379999,17235,7696.0,9255.0,22.44,10,0,35137.85,0.06,0.34,4.72,0.83,12962.34,6930.92,30.97,4965.485373781148,97,40,14859019.0,0.86,2419.095213
1,2,7,-39.939999,13258,5392.0,7616.0,29.38,26,0,34633.59,0.5,0.34,4.74,0.6,13270.21,7043.91,31.14,4218.0,96,25,14833575.0,1.89,1279.903296
12,7,11,-2.0699999,13325,8105.0,4467.0,0.22,10,5793,34734.62,0.25,0.34,4.76,0.53,13275.97,6918.17,30.79,5560.0,88,31,19751438.0,3.02,2103.990647
4,4,6,-47.82,14651,7811.0,6590.0,0.71,10,0,30776.31,0.07,0.34,4.73,0.87,12924.76,6882.58,30.82,4545.0,99,22,9656550.0,1.38,1547.021318
2,20,11,-33.905735419037036,16050,7580.0,7772.0,18.96,9,5082,30155.08,0.67,0.28,5.15,0.39,13595.98,6950.15,30.83,5360.0,99,14,7427867.0,1.58,1907.656643
15,4,8,3.48,13996,7647.0,5581.0,17.85,2,5326,28739.14,0.85,0.34,3.84,1.06,12965.86,6601.31,29.95,5330.0,100,37,7407900.0,0.9,1322.017042
3,4,7,-35.419998,16695,6609.0,9836.0,8.42,11,5012,34934.39,0.49,0.33,4.66,0.59,13170.5,7029.04,31.13,4245.0,91,48,20145320.0,1.15,1690.704179
16,14,10,-36.98,11110,6268.0,4086.0,5.26,4,0,35244.49,0.37,0.25,5.15,0.53,12368.66,6781.24,27.38,4826.0,81,24,9151557.0,1.06,2111.236416
4,14,6,-32.860001,19638,7625.0,11763.0,9.08,9,0,35163.15,0.37,0.26,4.46,0.58,11138.88,6781.23,28.38,5432.0,107,58,28035750.0,1.4,5793.423638
7,11,12,-21.809999,12600,8607.0,3715.0,1.61,19,0,28762.78,0.13,0.26,4.58,0.74,11849.86,7096.6,31.27,7328.0,69,12,1354693.0,0.61,1346.91314
5,18,9,-42.540001,18183,7107.0,10152.0,8.79,18,4809,28736.52,0.47,0.33,4.72,0.59,13255.42,7028.22,31.11,4966.0,92,46,13648777.0,1.02,2044.416948
2,2,13,-25.799999,11909,8403.0,3635.0,36.75,1,306,35192.75,1.55,0.21,4.618651685393258,0.46,11860.99,6944.66,27.94,5163.0,95,15,6068665.0,1.35,1296.963172
4,8,7,-41.380001,16145,6381.0,8676.0,13.19,2,3559,33388.51,1.21,0.34,3.8,1.8,12469.53,6544.33,29.89,4389.0,89,38,15074100.0,1.35,2001.093714
10,11,7,-25.780001,19951,6764.0,12937.0,32.25,7,4832,34775.43,0.49,0.33,4.77,0.63,13293.39,7079.18,31.2,4965.485373781148,83,62,18571976.0,0.89,2867.352996
2,2,12,-27.559999,12504,6268.0,6057.0,16.95,7,0,29831.86,0.3,0.33,4.69,0.6,13252.12,6966.27,30.96,3912.0,102,15,9077800.0,1.63,1236.358634
2,7,10,2.24,13555,8924.0,3763.0,14.96,16,7801,35081.48,0.4,0.25,4.57,0.58,11830.01,7095.13,31.0,5848.0,90,26,5476416.0,0.95,3072.308547
12,25,10,-18.389999,13361,7514.0,5383.0,4.36,12,0,34617.18,0.24,0.26,3.13,0.61,11093.33,6783.65,28.56,5822.0,90,28,9060627.0,0.88,2787.705297
1,25,9,-46.279999,12807,7152.0,5271.0,61.39,5,9262,33994.37,0.81,0.28,3.99,0.51,11358.1,6771.58,29.0,4817.0,88,20,7555381.0,0.92,763.1089295
11,6,11,-31.889999,13421,7367.0,5953.0,0.5,8,0,34735.75,0.42,0.22,4.38,0.66,11263.09,6799.16,27.55,4872.0,85,9,7674165.0,1.32,3898.83581
5,11,6,-28.950001,11582,6103.0,5229.0,27.22,3,0,34784.01,0.35,0.33,4.65,0.6,13164.73,7033.62,31.16,3812.0,70,25,7479150.0,0.92,778.601386
9,14,11,19.049999,10772,6209.0,3418.0,6.57,7,6001,35374.55,0.64,0.25,5.16,0.46,13169.65,6777.69,27.09,4814.0,83,17,6402458.0,1.09,1938.416735
11,14,8,-37.889999,15270,7176.0,7821.0,13.85,4,5375,33738.99,1.19,0.31,4.6,0.45,12357.1,6760.27,28.96,4918.0,81,42,15963578.0,1.05,4844.717392
10,4,7,-1.96,18194,6711.0,11233.0,11.16,8,2475,35171.06,1.37,0.21,5.12,0.6,12929.03,7035.11,29.23,5258.0,100,27,10814362.0,1.2,1460.060413
1,20,13,-47.259998,14496,8703.0,5694.0,179.75,1,2658,35162.27,0.96,0.3,4.618651685393258,0.76,12047.23,7083.68,32.11,5788.0,92,14,5017538.0,1.23,1358.923866
10,4,11,-52.880001,17227,7392.0,8806.0,30.43,17,0,34802.83,0.37,0.33,4.64,0.62,12946.97,7069.71,31.36,5605.0,71,53,8107622.0,0.45,4097.528584
10,11,7,-51.869999,22881,7557.0,15139.0,4.97,8,5609,34322.99,0.58,0.33,4.81,0.53,12693.31,7191.67,31.83,5386.0,70,76,22758276.0,1.01,5857.975737
10,22,11,-74.650002,8670,5413.0,2886.03,10.51,12,0,34872.9,0.45,0.33,4.73,0.6,13262.2,7026.82,31.1,4431.0,86,16,4179952.0,1.04,809.1201721
9,5,10,-25.35,15955,7011.0,8578.0,1.2,8,4390,30402.17,0.05,0.34,4.66,0.67,13160.78,6912.23,30.8,4897.0,78,39,9891606.0,0.91,2478.185802
10,11,9,-74.199997,11294,6238.0,3818.0,24.58,15,4741,34833.46,0.63,0.33,4.92,0.45,13484.58,6959.23,30.88,4392.0,70,19,7460994.0,1.04,564.752037
16,13,9,-58.34,17550,6803.0,9367.0,4.71,8,0,31348.63,0.65,0.34,5.2,0.21,13702.39,6897.95,30.68,4965.485373781148,79,30,17648568.0,0.89,1496.843724
6,4,9,-73.610001,11226,7764.0,2580.0,13.51,11,7611,32701.41,0.84,0.32,5.1,0.68,12522.33,7312.74,32.37,5772.0,94,17,4259347.0,0.9,1316.216531
14,13,6,-37.16,16219,6590.0,8954.0,8.05,13,5756,29284.0,0.48,0.33,4.58,0.3,13668.41,6917.02,30.72,4696.0,99,46,21424380.0,0.82,2037.068389
8,26,10,-47.259998,14655,8117.0,6016.0,2.84,29,9834,32953.42,0.72,0.32,5.45,0.84,12872.01,7261.65,32.59,6148.0,95,29,5416194.0,0.87,1398.30376
16,4,9,-11.91,16383,7869.0,7023.0,24.31,2,3451,32707.33,0.06,0.34,4.6,0.72,13182.41,6891.36,30.76,5670.0,99,46,9256170.0,0.97,2908.514309
1,11,6,-37.529999,20196,6080.0,13585.0,10.36,8,0,34069.44,0.55,0.34,4.618651685393258,0.49,13390.83,6986.34,30.94,4285.0,93,68,27052032.0,1.03,3222.742114
10,4,7,-15.58,12348,6423.0,5675.0,3.54,10,0,34786.71,0.42,0.33,4.74,0.45,13604.97,6962.41,30.84,2968.0,97,29,12831735.0,1.38,2042.496357
1,9,12,-19.389999,13223,8291.0,4469.0,7.77,4,0,35097.13,0.46,0.33,4.68,0.59,13210.48,7036.46,31.15,6020.0,89,16,6048040.0,1.03,1076.296919
2,6,10,-27.889999,13458,8515.0,4393.0,0.92,11,5635,34729.88,1.24,0.22,4.06,0.64,11982.15,6803.58,27.41,4632.0,73,33,7226253.0,1.38,3314.764496
1,11,8,-57.639999,17375,6323.0,9667.0,1.62,7,3728,34578.14,0.59,0.34,4.91,0.43,13593.34,6961.68,30.84,4414.0,69,50,9921711.0,0.87,2580.251597
2,2,13,-27.25,11518,5896.0,5057.0,34.54,7,6268,33258.19,1.2,0.19,6.25,0.51,12169.22,7032.23,28.12,4965.485373781148,83,14,5343497.0,1.26,842.4039314
3,1,7,-11.4,15347,8197.0,6900.0,11.61,7,0,31019.83,0.45,0.23,2.15,0.62,12230.7,6808.21,28.37,6473.0,81,33,13422051.0,1.35,4722.433226
12,9,10,-13.25,16737,8438.0,7947.0,28.09,7,5471,35301.86,0.92,0.27,4.79,0.5,11603.42,7047.79,31.19,6167.0,91,40,10842092.0,1.11,1062.312909
10,11,11,-36.02,10950,6608.0,4115.0,1.18,9,3730,33447.34,0.47,0.34,4.64,0.57,13168.79,7058.84,31.22,4152.0,69,20,9453762.0,1.28,708.3638655
3,5,10,-24.879999,12960,6505.0,6122.0,5.79,5,5167,29717.74,1.38,0.34,3.85,2.0,12255.35,6470.1,29.75,5153.0,63,31,6960185.0,0.88,1161.579826
1,5,5,-24.950001,16597,6856.0,9336.0,5.93,6,2369,34854.81,0.39,0.33,4.72,0.58,13268.2,7001.02,31.04,4135.0,75,48,19119000.0,1.24,3244.755311
15,5,8,-26.610001,15984,6932.0,8853.0,9.54,10,0,31107.9,1.23,0.34,3.95,1.83,12416.37,6501.78,29.79,4965.485373781148,69,45,10669600.0,0.9,2871.374868
1,1,8,-50.259998,14782,6710.0,7100.0,15.76,5,0,35143.87,0.44,0.33,4.66,0.59,13182.18,7040.94,31.17,4521.0,100,35,13697880.0,1.32,4997.122748
8,30,9,-63.279999,12104,5681.0,6081.0,6.59,11,0,35192.75,0.5,0.33,4.74,0.6,13275.54,7042.77,31.13,4762.0,87,40,16096625.0,1.36,723.6048062
4,4,9,-42.889999,12292,7807.0,3875.0,58.15,2,0,34773.26,0.14,0.34,4.66,0.73,13074.24,6963.44,31.02,5156.0,100,27,6536646.0,0.93,1600.238608
1,20,11,-33.905735419037036,15535,8567.0,6508.0,3.28,13,0,34897.14,0.94,0.3,5.22,0.71,12013.64,7079.6,32.06,5899.0,78,11,5727665.0,1.56,1321.294977
4,4,8,-50.009998,12305,6668.0,4518.0,7.53,6,5217,34155.43,0.56,0.33,4.75,0.4,13457.7,6923.45,30.79,5005.0,101,30,7514660.0,0.96,1219.930468
6,1,10,-28.959999,10960,5519.0,5033.0,36.57,17,1975,35192.75,0.43,0.34,4.72,0.57,13599.66,6944.12,30.83,4018.0,99,16,10284349.0,1.49,693.4133855
4,14,5,-22.379999,15456,6668.0,8456.0,5.53,22,9017,32806.41,0.31,0.33,4.68,0.62,13456.54,6916.17,30.79,4965.485373781148,108,41,20602048.0,1.34,6842.650083
10,6,12,-19.32,14364,6500.0,7278.0,151.25,3,1307,30944.75,0.94,0.2,4.49,0.63,11756.69,6801.72,26.32,4679.0,86,11,7882512.0,1.32,768.8105398
4,4,6,-21.969999,19053,8069.0,10410.0,15.54,7,65,35326.04,0.65,0.34,5.14,0.4,13591.62,6954.28,30.84,5734.0,93,67,23460252.0,1.33,4373.409597
25,4,7,-2.3,19512,6912.0,10660.0,14.42,13,0,34960.82,1.4,0.2,5.17,0.64,12772.27,7061.81,29.35,5354.0,92,32,12213729.0,1.03,1343.35029
2,7,9,-24.0,14994,5993.0,8262.0,2.63,9,4296,35103.54,0.26,0.26,4.68,0.61,13239.24,6958.72,30.94,4405.0,91,44,11997084.0,1.12,1459.554207
10,11,10,-53.419998,10398,6163.0,3561.0,5.03,5,2966,34191.98,0.43,0.33,4.68,0.58,13182.01,7011.47,31.09,4396.0,70,17,8348598.0,1.16,428.423215
11,14,10,16.629999,11420,7527.0,2679.0,232.07,1,711,31390.93,0.31,0.26,3.45,0.59,11099.15,6782.27,28.56,5840.0,79,16,8006999.0,1.21,3263.410842
16,13,10,-33.639999,16172,6864.0,9058.0,20.39,7,3356,31883.35,0.55,0.33,5.0,0.46,13587.85,6968.79,30.87,4471.0,89,29,16957420.0,1.13,1074.653136
5,11,7,-46.57,12082,6412.0,5420.0,34.75,6,0,35162.27,0.29,0.34,4.618651685393258,0.6,13275.93,6959.58,30.94,4965.485373781148,69,27,5324778.0,0.9,1098.721595
9,14,11,-24.120001,12264,6716.0,5226.0,3.67,10,7519,33489.69,0.86,0.27,5.01,0.48,11617.26,6772.97,28.14,5287.0,82,27,10424250.0,1.12,6370.282424
11,14,9,-2.8199999,12850,7467.0,4577.0,18.02,34,14540,34777.93,0.93,0.29,3.69,0.5,11593.69,6767.96,29.25,5970.0,80,25,9511643.0,1.06,1131.788645
12,25,10,-31.82,13575,8282.0,4838.0,1.78,7,4350,35207.9,1.36,0.21,3.36,0.45,11634.62,6817.76,27.8,5355.0,90,24,20169262.0,1.2,3147.658977
30,4,11,-27.83,12624,6953.0,4862.0,296.36,1,4382,31824.6,0.43,0.33,4.72,0.57,13599.66,6944.12,30.83,5071.0,63,18,4383690.0,0.79,531.2036934
2,7,9,-34.700001,12896,6068.0,6406.0,303.04,1,5110,34914.63,0.47,0.33,4.64,0.57,13160.76,7056.25,31.21,4397.0,94,34,9147173.0,1.18,728.8275662
2,7,8,-47.68,14388,6033.0,7609.0,26.71,17,8136,34777.93,0.44,0.34,4.68,0.59,13206.37,7037.54,31.15,4569.0,96,39,10084494.0,1.01,305.0855348
5,11,5,-51.27,12240,7598.0,4312.0,9.75,10,7526,34210.47,0.45,0.33,4.72,0.58,13283.0,7021.17,31.08,5323.0,96,22,4336552.0,0.89,1840.381063
8,6,10,-25.59,13747,7818.0,5585.0,16.47,6,158,31241.58,0.86,0.22,3.19,0.46,11661.61,6808.81,27.96,5807.0,97,22,8197274.0,1.34,2624.637942
4,14,8,-32.990002,9900,6717.0,2733.0,17.99,19,9247,35133.95,0.86,0.27,5.04,0.48,11750.34,6772.9,28.04,5035.0,82,12,4543721.0,1.04,1579.553457
8,4,10,-50.669998,12325,6764.0,5311.0,277.01,1,4321,32717.59,0.52,0.34,3.9,0.67,12783.17,6695.99,30.2,4860.0,80,19,7369410.0,1.1,749.401858
1,13,7,-42.790001,17895,5729.0,11712.0,2.5,5,0,33853.4,0.26,0.34,4.68,0.61,13255.15,6964.58,30.96,4527.0,89,57,34280264.0,1.12,1784.946373
9,5,5,-9.04,15165,6365.0,8130.0,3.8,4,4302,34013.21,0.57,0.33,4.87,0.43,13465.54,6951.16,30.86,3987.0,76,41,16458000.0,1.2,2761.465506
7,6,9,-31.68,13577,7561.0,5916.0,42.6,16,10354,33373.16,0.08,0.24,3.64,0.63,11152.1,6789.84,28.12,5741.0,96,26,14527511.0,1.47,7201.277888
9,5,6,-3.7,16133,6552.0,8608.0,8.85,15,8618,35216.37,1.25,0.34,3.68,1.72,12467.47,6576.42,29.97,3910.0,75,43,17321212.0,1.13,2543.457079
10,4,8,-35.849998,13856,7674.0,5916.0,37.17,36,14645,34899.41,0.33,0.33,4.64,0.63,13000.53,7048.02,31.28,5612.0,101,39,9741147.0,1.03,2601.425383
5,5,6,-4.48,15652,6706.0,8696.0,9.62,14,6972,32819.55,1.35,0.34,3.86,1.96,12301.09,6481.84,29.77,4229.0,73,42,21261340.0,1.2,2046.433338
13,24,11,-14.77,11398,7127.0,4189.0,0.86,2,0,34714.74,0.42,0.33,4.74,0.51,13602.6,6939.74,30.82,3725.0,70,18,3951120.0,1.12,483.1472361
12,25,6,-30.77,13913,7421.0,5831.0,18.29,28,12231,32751.38,1.49,0.24,4.07,0.43,12230.4,6843.21,28.25,5018.0,95,26,11516856.0,1.34,1709.58064
2,2,9,-24.469999,15170,5719.0,9009.0,1.22,18,0,35056.46,0.28,0.33,4.68,0.6,13281.18,6956.75,30.93,4142.0,108,25,14971150.0,2.05,1555.471675
5,11,5,-17.209999,12786,7624.0,3754.0,2.16,4,2674,33885.21,0.28,0.33,4.67,0.62,13186.82,7008.4,31.09,5159.0,96,20,3914280.0,0.86,1515.774713
8,6,12,-28.23,11072,4935.0,5691.0,6.15,9,5893,34669.05,0.61,0.33,4.91,0.44,13481.45,6949.85,30.85,2708.0,75,12,2886000.0,0.94,436.4781723
11,14,8,-21.07,12945,6839.0,5599.0,70.67,5,5046,33522.77,1.24,0.32,4.43,0.47,12847.74,6755.76,29.32,5410.0,79,28,10648689.0,1.04,2118.991873
3,5,8,-34.27,14280,6658.0,7213.0,7.86,6,0,34744.92,1.42,0.34,3.84,2.05,12181.59,6449.16,29.72,4708.0,71,36,8491580.0,0.88,1848.18196
2,20,10,-33.905735419037036,16279,8629.0,7093.0,2.55,2,2796,34715.37,0.28,0.25,4.53,0.63,11867.0,7100.35,31.04,6130.0,91,18,6848501.0,1.58,978.2579784
3,5,8,-34.540001,14741,6403.0,7949.0,0.83,8,0,35326.04,0.05,0.34,4.66,0.67,13160.78,6912.23,30.8,4481.0,74,40,11983442.0,0.89,2382.578611
4,1,11,-50.91,12245,6399.0,5323.0,7.31,19,8855,34887.07,0.48,0.21,4.22,0.57,12780.76,6795.45,25.93,4613.0,80,20,6729203.0,1.57,826.9926764
12,26,11,-63.349998,11212,7586.0,2857.0,16.63,8,1443,30950.78,0.27,0.33,4.71,0.72,12883.52,7050.53,31.38,4965.485373781148,97,11,3474908.0,0.93,960.3526529
12,9,11,-33.84,14980,8499.0,6161.0,9.27,17,6877,34564.35,0.96,0.29,4.29,0.64,11829.51,7085.67,31.9,6541.0,90,22,8624770.0,1.22,1701.639837
5,24,10,-17.049999,12610,6966.0,5066.0,27.21,7,5088,30838.42,0.26,0.33,4.68,0.61,13239.24,6958.72,30.94,4353.0,80,15,5213466.0,1.33,1312.629314
1,13,9,-38.669998,16787,6900.0,9416.0,120.11,5,3851,34614.13,0.62,0.33,5.14,0.42,13594.43,6957.8,30.84,4507.0,77,35,14740705.0,0.75,1760.215256
4,14,8,-37.700001,13232,6721.0,6261.0,0.28,17,7139,34022.14,0.87,0.27,5.01,0.47,11626.51,6772.64,28.15,4981.0,82,31,11810552.0,1.04,3781.414029
12,9,10,-9.8800001,14013,8716.0,5099.0,11.93,19,8923,34993.51,0.92,0.29,4.66,0.5,11731.58,7070.37,31.78,6237.0,85,27,6121374.0,0.99,854.2890812
12,22,10,-41.439999,13685,5715.0,7759.0,69.52,6,1813,34594.03,0.05,0.34,4.72,0.6,13166.48,6909.48,30.79,4212.0,97,40,17536986.0,1.22,1221.419601
5,8,11,-34.939999,12090,7758.0,3608.0,11.81,3,2211,27301.18,0.52,0.34,4.74,0.41,13445.33,6920.13,30.79,5638.0,83,13,3268319.0,1.06,375.6446135
16,8,10,-18.92,15622,6557.0,8651.0,256.87,1,0,34614.25,1.23,0.34,3.77,1.81,12455.73,6546.06,29.9,4774.0,89,57,14168515.0,0.93,1462.850856
9,14,10,-58.240002,12210,6971.0,4061.0,266.91,1,0,30405.65,0.87,0.27,4.97,0.48,11507.7,6772.74,28.26,5029.0,82,22,8370068.0,1.09,3531.668211
15,4,8,-30.98,15552,7682.0,7378.0,8.6,6,4936,31220.69,0.87,0.34,3.86,1.05,12969.57,6597.97,29.94,5498.0,95,49,9947400.0,0.89,1933.40072
10,11,12,-37.450001,9652,6282.0,3050.0,9.75,10,0,35072.44,0.36,0.33,4.79,0.48,13243.15,7165.6,31.39,3687.0,69,10,3031008.0,0.98,188.0274541
9,17,10,-26.299999,13580,6002.0,6660.0,20.67,6,456,30606.71,0.85,0.26,5.14,0.42,13794.82,6774.14,26.86,3714.0,77,28,7643137.0,1.11,76.10724599
1,5,7,-33.73,15034,6472.0,8109.0,45.29,4,3962,29410.54,1.21,0.34,3.71,1.72,12484.77,6574.81,29.96,3435.0,77,41,14440718.0,1.09,2708.965448
11,14,9,-36.27,11886,7118.0,4127.0,4.11,5,1357,30837.96,1.0,0.28,4.68,0.47,11558.58,6768.67,28.71,4965.485373781148,80,21,7986480.0,1.06,2991.754154
8,1,10,-50.16,13072,6555.0,5636.0,119.48,3,0,35097.13,0.37,0.33,4.86,0.6,13414.16,7072.68,31.14,4351.0,80,22,10848791.0,1.4,990.7666186
12,4,7,-3.76,14561,7946.0,6365.0,17.19,8,1846,27140.45,0.06,0.34,4.72,0.85,12946.19,6903.7,30.88,5671.0,99,30,12986432.0,1.45,1579.513103
8,26,10,-37.380001,14450,8150.0,5185.0,1.15,21,8963,32846.52,0.72,0.32,5.47,0.84,12875.51,7264.41,32.6,6172.0,91,25,4657495.0,0.87,1175.673001
8,26,9,-74.879997,12031,8027.0,3252.0,54.54,7,4384,27957.49,1.03,0.32,5.48,0.82,12733.14,7346.02,32.73,6305.0,96,14,5115583.0,0.98,1399.95014
11,14,8,-25.41,12965,7362.0,5298.98,2.97,10,6059,33342.36,1.1,0.3,4.23,0.47,11959.37,6763.19,29.19,5270.0,81,29,11024226.0,1.07,3836.217514
1,20,11,-30.950001,16050,8533.0,7054.0,3.39,11,6895,34551.73,0.93,0.3,5.3,0.73,12049.03,7080.03,32.08,5775.0,79,12,6243376.0,1.44,1492.506663
5,18,10,-51.639999,11764,7426.0,4141.0,16.05,7,0,34551.73,0.42,0.33,4.69,0.59,13223.66,7019.84,31.1,5345.0,99,28,5599189.0,1.09,300.6323137
5,11,6,-58.119999,13082,6041.0,5622.0,0.62,6,167,34661.95,0.05,0.33,4.72,0.6,13166.48,6909.48,30.79,4429.0,44,76,7871776.0,0.79,1107.802529
10,11,9,-15.92,14960,6920.0,7680.0,125.35,1,149,29899.71,0.64,0.33,4.59,0.48,13110.02,7145.74,31.42,4074.0,69,38,11043750.0,0.91,2090.496246
12,25,10,-31.59,11940,6614.0,4337.0,9.86,9,0,34538.81,0.63,0.34,5.15,0.4,13588.36,6953.62,30.83,4725.0,89,26,17665878.0,1.53,1447.114461
10,11,10,-37.66,11443,6462.0,4773.0,3.58,23,15422,33640.87,0.59,0.34,5.06,0.45,13491.08,6981.19,30.93,4082.0,70,23,9086772.0,1.13,948.2813596
31,11,8,-75.510002,13510,6447.0,5338.0,1.46,10,6402,33876.27,0.17,0.34,4.46,0.47,13336.26,6854.63,30.61,4076.0,70,27,8001909.0,1.27,1255.831073
3,1,9,-13.71,12961,6654.0,5661.0,11.53,10,0,30762.72,0.35,0.33,4.85,0.58,13382.54,7090.88,31.19,4271.0,51,36,10369712.0,1.47,854.7788173
4,7,6,-38.279999,12959,6018.0,6471.0,20.79,7,3177,34751.0,0.3,0.33,4.69,0.6,13245.47,6971.51,30.97,4095.0,95,32,9527710.0,1.14,952.7241845
12,25,7,-19.1,11924,7700.0,3974.0,1.27,5,5399,33177.59,1.31,0.21,3.57,0.46,11459.84,6814.66,27.74,5760.0,90,24,9330840.0,1.39,2983.253152
26,14,11,-61.919998,10981,6977.0,3141.0,1.02,6,0,34732.74,0.14,0.24,4.97,0.57,11538.91,6784.7,27.78,5223.0,82,18,6742170.0,1.1,2053.494899
10,11,10,-65.279999,11553,6059.0,5244.0,29.71,5,3931,33501.47,0.26,0.25,4.68,0.62,13263.35,6960.29,30.94,4398.0,70,22,9768000.0,1.12,673.0435756
3,5,10,-25.690001,13578,7071.0,6182.0,541.93,1,0,35294.72,1.3,0.34,4.25,1.82,12192.61,6419.17,29.61,5405.0,67,31,7206365.0,0.88,1904.445152
11,14,9,-41.860001,13876,7517.0,6006.0,9.61,23,8300,34298.43,0.94,0.3,3.57,0.5,11647.04,6767.33,29.32,5903.0,81,33,12553369.0,1.06,1151.148006
4,1,10,-49.529999,11636,6687.0,4309.0,3.46,24,12978,34570.38,1.1,0.29,4.92,0.44,12132.13,6765.26,28.39,5130.0,101,13,7630480.0,1.42,2494.370672
3,5,10,-38.73,13034,6560.0,6040.0,10.78,14,10195,34610.82,1.37,0.34,3.85,1.99,12258.76,6470.5,29.75,5244.0,64,30,6803954.0,0.88,1220.3438
2,6,9,-17.23,18951,8067.0,10723.0,88.79,5,4951,29690.68,0.98,0.21,3.18,0.46,11672.67,6811.09,27.94,5767.0,86,46,18656034.0,1.34,4249.626765
4,1,12,-50.57,10940,6377.0,4052.0,42.5,19,0,34546.34,0.79,0.2,4.65,0.5,12608.09,6799.58,26.46,4321.0,99,10,3713151.0,0.8,1502.409957
12,4,6,-55.360001,17074,8105.0,8150.0,16.45,13,6099,34037.86,0.3,0.34,4.39,0.76,13112.46,6787.96,30.42,5975.0,99,42,18749010.0,1.44,1721.096542
